Summary,Sentiment,Summary_len
"[fastest, deliveri, quick, instal, cum, demo, worth, invest, help, famili, servant]",positive,15
"[great, machin, tri, push, beyond, limit, pass, test, give, perfectli, wash, utensil]",positive,23
"[awesom, product, life, saver, absenc, maid]",positive,13
"[good, product]",positive,2
"[delay, instal, otherwis, product, nice]",positive,7
"[excel, product, useful, clear, doubt, must, must, must, buy]",positive,11
"[good, product, total, satisfi, product]",positive,6
"[excel, dishwash]",positive,2
"[flipkart, awesom, usual, deliveri, commun, part, product, also, beyond, expect, utensil, clean, shini, dri, everi, cycl, minimum, mode, enough, daili, use, eco, mode, awesom, greasi, utensil, also, clean, mode, till, date, top, mode, requir, sometim, littl, stain, heavili, soil, kadai, easili, clean, wash, though, use, top, modevalu, money, cheapest, best, product, compar]",positive,85
"[got, good, deal, freedom, sale, deliveri, quick, instal, happen, within, twentyfour, hour, packag, strong, sturdyi, use, sinc, twelv, week, run, smooth, wash, dri, function, work, effeci, howev, milkchai, pan, still, leav, stain, clean, water, easili, later, good, option, do, nt, want, reli, someon, els, hous, work]",positive,76
"[review, use, one, monthpros1, budget, friendli, well, known, brand2, perfectli, suit, indian, vessel, fourteen, plate, suffici, famili, size, four, hundr, fiftythre, five, mode, washsalt, indic, rins, aid, indic, available4, consum, less, amount, deterg, howev, salt, depend, water, hardness5, salt, set, rins, set, dispens, must, dishwasher6, insid, bodi, full, steel, rest, costli, brand, fiber, bodi, tow]",positive,85
"[woww, experiencei, prepar, advanc, plumb, setup, requir, dishwash, instal, flipkart, promptli, deliv, machin, estim, time, instal, next, day, second, volta, beko, dishwash, fourteen, place, setup, earlier, purchas, tabl, top, version, eight, place, setup, bigger, machin, space, equip, per, heavi, duti, washingi, happi, purchas, mom, happi, does, nt, depend]",positive,82
"[product, custom, care, bad, technician, come, guid, untrain, knowledg, machin, purchas, machin, nightmarish, programm, includ, intens, work, clean, utensil, consum, electr, water, abund, mani, call, made, custom, care, came, gave, instruct, could, solv, problem, clean, utensil, machin, auto, start, programm, electr, fail]",negative,84
"[review, 10nov2020, price, less, work, dish, wash, done, issu, featur, suffici, feel, dish, washer, high, cost, does, nt, add, much, go, ahead, buy, also, good, number, year, warranti, review, usag, seven, day, new, find, would, certainli, updat, monthsreview, five, million, one, hundr, twentytwo, thousand, twenti, custom, care, volta, keep, creat, request, behalf, us, even, instal]",positive,97
"[amaz, purchas, myth, dishwash, wrong, use, famili, nine, peopl, twice, day, utensil, steel, porcelain, glass, melamin, plastic, come, spotless, super, cleangood, valu, money, way, worth, invest, dishwash, wash, machin]",positive,46
"[work, well, past, ten, day, clean, utensil, except, pan, tea, mark, anyth, burnt, mark, howev, problem, program, per, manual, everi, program, finish, must, show, end, never, saw, end, five, program, howev, problem, gone, automat, may, drain, pipe, properli, put, drain, hole, that, volta, toldclean, good, capac, good, take, utensil, take, one, hr, clean]",positive,94
"[use, machin, last, six, monthsabsolut, troubl, free, work, wise, use, eco, mode, mostli, hardli, electr, bill, chang, capac, wise, good, even, abl, clean, thirteen, inch, ss, thaali, builtwis, look, near, perfect, strong, littl, time, requir, get, hack, use, one, use, youtub, video, manual, provid, littl, worri, strong, chemic, use, salt, rins, aid, deterg, shine, stainless, steel, utensil, good]",positive,84
"[volta, beko, df14w, dishwash, perfectli, work, mode, clean, type, materi, perfectlyim, much, satisfi, perform, i, m, write, review, 1month, continu, usepow, consumpt, water, consumpt, normal, work, well, deterg, best, recommend, finish, crystal, productsremov, tuff, stain, hardli, spoil, vessel, contain, dish]",positive,61
"[purchas, machin, octob, two, thousand, twenti, good, product, use, famili, thirtyfour, person, one, use, space, insid, machin, effici, accommod, utensil, insid, nice, product, review, written, use, machin, three, month]",positive,50
"[machin, great, help, work, fine, ine, thing, rodent, protect, net, cover, requir, machin, atteck, rat, cut, wire, humbl, request, manufactur, consid, situat, pleas]",positive,41
"[product, good, utensil, clean, super, clean, tough, stain, remain]",positive,20
"[nice, product, clean, silki, shine, five, star, rate, product, price, afford, user, friendli, oper]",positive,18
"[dilemmato, go, volta, beko, mideaso, final, opt, volta, bekoa, five, year, warranti, motor, good, custom, servic, taken, good, decis, opt, volta, bekoaft, get, productwith, one, day, finish, installationno, problem, machinework, goodutenstil, clean, take, machinethi, dishwash, mode, like, dishwasherplss, go]",positive,76
"[buy, dishwash, research, variou, aspect, featur, multipl, model, volta, beko, make, finalis, modelus, model, simpl, use, top, load, wash, machin, simpl, quick, effectivew, use, one, hour, program, clean, alway, habit, rins, utensil, keep, infact, habit, oper, dishwash, made, job, easytrust, see, vessel, clean, dri]",positive,83
"[use, machin, sinc, month, nowand, machin, clean, dirtiest, vessel, tri, put, oili, greasi, butteri, dirti, vessel, itthey, come, squeeki, cleanyou, use, finish, one, max, soap, give, brilliant, result, slightli, expens, sidebut, crystal, dishwash, soap, give, amaz, result, well, realli, happi, dishwash, would, recommend, everi, one, go]",positive,78
"[use, product, sinc, last, five, month, clean, good, prerequisit, clean, utensil, water, soak, use, work, charm]",positive,34
"[satisfi, qualiti, clean, use, sinc, week, milk, vessel, also, clean, level, felt, good, recommend, everyon, buy, does, nt, backup, memori, whenev, power, interrupt, program, restart, begin, everyth, fine, bought, twentyf, thousand, three, hundr, offer, credit, card]",positive,71
"[old, model, work, beast, mode, industri, level, clean, guarante, good, demo, capabl, fit]",positive,23
"[would, say, dishwash, afford, white, color, digit, display, wash, wise, realli, good, budget, ye, tea, milk, utensil, may, get, clean, ninetyeight, percent, dishwash, realli, worth, rest, utensil, wash, clean, new, like, shine, use, mini, thirtyf, minut, cycl, steel, utensil, shine, like, silver, worth, save, day, effort, covid, situat, pleas, realli, go, ahe]",positive,91
"[excel, applianc, everi, household, especi, current, situat, major, peopl, take, maid, help, power, water, deterg, consumpt, less, use, municip, water, water, hard, is, nt, much, need, use, dishwash, salt, strip, provid, applianc, use, one, easili, find, water, hard, level, run, dishwash, usual, night, time, go, bed]",positive,86
"[never, thought, buy, dishwash, due, current, situat, go, decis, stringent, budget, henc, could, nt, look, bosch, siemen, top, rate, volta, beko, job, expect, dishwash, alway, mix, review, base, person, experi, fluctuat, result, use, machin, sinc, one, month, ca, nt, complain, much, howev, 1st, deliveri, damag, broken, corner, product, due, transit, replacem]",positive,87
"[made, turkey, product, thu, countri, origin, india, wrongli, mention, descriptionit, gener, wash, utensil, pretti, well, coupl, spoon, dishwash, deterg, fortun, quick, n, shine, mode, take, around, one, hour, complet, get, rid, food, place, inutensil, requir, decent, scrub, still, requir, preclean, hand, put, els, wo, nt, fulli, clean, normal, mode]",positive,84
"[purchas, dishwash, much, review, flipkart, deliv, time, demo, complet, volta, care, realli, super, fulli, satisfi, purchas, work, well, thank, filpkart, volta]",positive,33
"[lot, confus, research, decid, buy, volta, ifb, glad, decis, correctw, put, type, utensil, washeveryth, came, super, shini, dryi, believ, get, better, result, one, must, use, good, brand, deterg, combo, avoid, shorter, wash, program, sinc, suitabl, oili, dirti, dish]",positive,62
"[live, west, delhi, water, td, two, hundr, first, order, fanci, one, eight, place, enoughw, peopl, cook, two, meal, day, order, one, quit, happi, deliveri, time, instal, guy, explain, import, thing, use, fortun, kit, cost, three, hundr, fifti, rs, rins, aiddeterg, salt, tri, tablet, cost, quaniti, thirti, although, see, differnc, still, manual, recommend, detergents]",positive,97
"[use, forti, day, write, review, fine, machin, care, instal, read, user, manual, care, do, nt, expect, anyth, servic, engin, posit, outlet, pipe, import, ur, dish, wash, qualiti, depend, outlet, pipe, must, go, upward, shown, instal, photo, user, manualif, machin, kept, higher, place, outlet, pipe, goe, downward, drainag, machin, perform, becom, poorb, care]",positive,72
"[valu, money, good, product, volta]",positive,8
"[five, month, perform, wise, good, give, three, star, receiv, one, leg, broken, door, shut, properli, guess, got, damag, ship, otherwis, work, nice]",positive,37
"[good, qualitycapac, big, enough, fortysix, member, famili]",positive,9
"[first, day, instal, utensil, get, wash, spick, shin, instal, demo, substandard, 1, kg, salt, finish, two, wash, salt, led, glow, give, two, star, review, updat, one, month, use]",positive,42
"[call, immedi, machin, work]",negative,8
"[monster, cleaner, easi, handl, does, nt, make, nois, use, finish, product, want, dishwash, safe, do, nt, fall, crosssel, trick, instal, guy, hand, cheap, vim, kit, 5k, addit, amc]",positive,42
"[instal, demo, properlythey, did, nt, check, water, hard, demo, person, took, water, hard, check, strip, unaccept, perform, return, deliveri, 22nd, clean, leav, white, patch, soapi, water, dri, dishwash, clean, utensil, properli, leav, white, spot, make, even, dirti, readi, use, need, wash, manual, worst, product, poor, perform, wast, money]",negative,74
"[good, product, price, wash, ok]",positive,8
"[volta, beko, work, seven, day, seven, day, work, recommend, anyon]",negative,18
"[definit, vote, product, load, clean, vessel, cut, i, m, happi, purchas, hard, stain, remov, hand, scrub, guess, common, everi, dishwash, i, ve, use, past, five, month, use, fortun, deterg, much, econom, finish, product, fault, find, power, cut, wash, time, start, cycl, dri, time, does, nt, start, dri, time, finish, cycl, time, does, nt, dri]",positive,90
"[wonder, gadget]",positive,2
"[defect, piec]",negative,2
"[water, drain, fulli, clean, insid, manual, dri, cloth]",positive,12
"[rather, substandard, dishwash, made, turkeyth, deterg, compart, lid, easi, close, easi, way, increas, decreas, rinseaid, releas, model]",negative,28
"[five, star, product, deliveri, time, flipkart, forgot, arrang, instal, demo, wait, five, day, ask, arrang, instal, howev, time, ac, never, purchas, final, book, instal, directli, volta, do, nt, get, callsm, volta, within, 2day, deliveri, call, book, instal, directli, do, nt, wait, flipkart]",neutral,87
"[excel, product, clean, dri, dish, well, understand, dishwash, 14place, set, price, high, featur, requir, low, cost, latest, technolog, latest, model, happi, purchas]",positive,52
"[do, nt, buy, worst, product, wast, money, wast, time, ofter, use, product, write, review, volta, custom, care, also, worst, ladi, pleas, do, nt, buy, worst, worst, worst, worst, worst, worst, worst, worst, product]",positive,43
"[honest, dishwash, useless, indian, household, thing, wash, mild, gravi, residu, plate, that, rest, worthless]",negative,31
"[liter, humbl, request, pleas, go, product, bought, nineteen, nov, deliv, twentyfour, nov, today, dec, eleven, machin, stop, work, yet, get, fix, technician]",positive,35
"[deterg, carri, happen, wash, moreov, slight, oil, layer, even, remov, effect, wash]",negative,17
"[servic, pretti, bad, dishwash, start, give, issu, motor, work, anymor, rais, ticket, come, visit, week, do, nt, recommend, buy, product]",negative,37
"[wash, properli]",neutral,5
"[purchas, machin, flip, kart, got, refurbish, machin, work, volta, also, listen, twentyeight, thousand, goe, wast]",negative,22
"[product, qualiti, good, suitabl, soft, water, inbuilt, filter, usel, salti, water, hesit, ti, buy, water, qualiti]",positive,31
"[first, receiv, damag, product, reach, flipkart, replac, help, got, new, one, work, great, thank, flipkart]",positive,21
"[does, nt, job, fill, whole, bucket, salt, still, show, salt, spent, money, gain, tension]",positive,19
"[clean, properli, pre, clean, requir, put, dishwash, clean, total, unsatisfi, product]",negative,18
"[clean, pot, properli]",negative,4
"[time, function, well]",positive,7
